boli,simptome
Sindromul de stres tibial (durerea tibială," shin splints),""durere, senzație, de, tensiune, Rigiditate, Edemă, al, membru, inferior, Parestezie, compresiune, nervos, tibia, gambă"""
Sindromul de strivire (Sindromul Bywaters),"""leziune, muscular, nervos, tulburare, senzitiv, membră, membru, Mialgie, durere, Paralizie, defici, senzorial, urină, mioglobinurie, greața, vărsătură, agitație, confuzional, acut, Paloare, Parestezie"""
Sindromul de tract iliotibial (tendon iliotibial),"""durere, regiune, lateral, genunchi, difuz, palmă, epicondil, femural, picior, slăbiciune, coapde"""
Sindromul de tunel cubital,"""degetu, durere, mână, Atrofie, eminență, hipotenar, nervu, slăbiciune"""
Sindromul de tunel tarsian,"""durere, perimaleolar, gleznă, Parestezie, furnicăt, amorțel, înțepătură, iradiat, proximal, gambă, coapsă, nocturn, sensibilitate, palpare, profunda, mușchi, picior, modificare, senzitiv, hipoestezie/anestezie, teritoriu, nerv, plantar, calcanean, medial, plantă"""
Sindromul de vena cava superioara,"""edem, al, gât, extremitățe, durere, toracica, Disfagie, tulburare, vizual, Stridor, de, cap, nazal, greața, pleural, Cianoza, colorație, albăstrui, piele, sânge, somnolență, respirație, distensie, venă, colateral, Sindrom, Horner, neoplasm, corze, vocal"""
Sindromul de venă cavă inferioară,"""edem, periferic, venă, membră, inferior, senzație, membru, durere, Crampă, muscular, Hipotensiune, arterial, Tahicardie, compensatoriu, hipoperfuzie, cerebral, hipotensiune, alterare, renal, oligurie, Dispnee, embolie, pulmonar"""
Sindromul depresiv major,"""dispoziție, depresiv, sentiment, de, învinovățire, tulburare, somn, suicida, problemă, memorie"""
Sindromul DiGeorge sau Velo-Cardio-Facial,"""fisură, palpebral, Micrognație, hipoplazie, insuficiență, velofaringian, vorbire, hipernazal, regurgitare, nazal, de, supt, Despicătură, timus, infecție, recurent, anticorpe, defect, cardiac, stenoză, arteră, pulmonar, al, sept, ventricular, Aortă, poziționat, septal, ventricul, drept, arc, aortic, anomalie, vascular, carotidă, Hipoparatiroidism, glandă, paratiroid, parathormon, defici, hormon, creștere, retarde, deficit, Hiperactivita, depresie, bipolaritate, schizofrenie, anxietate, coloană, vertebral, Hipotonie, Surditate, progresiv, problemă, renal"""
Sindromul Down (trisomia 21),"""epicantal, ochi, anomalie, de, Macroglosie, limbi, Hipoplazie, sinusure, maxilar, dințe, Subluxație, atlanto-axial, picior, pliu, palmar, Hipotonie"""
Sindromul Dravet,"""Convulsie, tonic, febră, tonico-clonice, tip, absență, tonico-clonic, atonic, convulsiv, Hiperactivita, Retarde, mental, Ataxie, tranzitori, anomalie, comportamental, Regresie, psihomotorie, dificultate, al, integrare, senzorial, Bradicardie, Malocluzie, erupție, dentar, tardiv, Bruxis, dinte, malforma, infecție, oral, Dilatare, pupilara, eritem, stomac, transpirație, Constipație, de, Deformare, plantă, Insomnie, nocturn"""
Sindromul Dressler,"""durere, toracic, articulare, febră, Sindro, inflamator, insuficiență, cardiac, drept, tamponadă, Astenie, Leucocitoză, hemoleucogramă, C, Efuziune, pericardic, radiografie, ecografie, parenchimatos, pulmonar, pleural, infarct, miocardic"""
Sindromul dublu Y (XYY," Sindromul lui Jacob),""tonus, muscular, Tremuri, tulburare, de, spermatogeneză, Scolioza, coloană, vertebral, Clinodactilie, degetu, picior, Hipertelorism, problemă, dentar, autist, anxietate"""
Sindromul Dumping,"""durere, abdominala, crampă, greața, vărsătură, exploziv, eritem, oboseală, senzație, de, plenitudine, gastric, Garguiment, borborism, Paloare, Meteorism, balonare, Eructație, Slăbiciune, somnolență, Apatie, căldură"""
Sindromul dureros miofascial,"""durere, cronică, constricție, fascial, sensibilitate, muscular, crampă, profunda, criz, dureros, Hiperiritabilita, Crampă, regional, slab, articulație, tulburare, senzorial, parestezie, diestezie, sensibilitată, cutanat, al, somn, slăbiciune, mușchi, mână, piloerecție, temperatură, local"""
Sindromul Edwards (trisomia 18),"""Malformație, crani, bărbie, palpebral, gât, degetu, cardiac, defect, septal, ventricular, pluri-valvular, canal, arterial, dextrocardie, transpoziție, de, vas, tetralogie, coarctație, aortă, sindrom, cord, stâng, hipoplazic, urinar, rinichi, potcoavă, polichistic, duplicitate, ureteral, hidronefroză, agenezie, renal, unilateral, genital, hipoplazie, organ, intern, extern, hipospadias, criptorhidism, gastrointestinal, omfalocel, atrezie, esofagian, stenoză, piloric, hern, perete, abdominal, ocular, microoftalmie, hipertelorism, colobomă, cataractă, nervos, cerebel, hidrocefalie, meningoencefalocel, corp, calos, frontal, cerebru, endocrin, tiroidian, adrenal, al, membru, aplazie, hrănire, înghițira, apneu, sugar, Trombocitopenie, neutropenie, Policitemie, Fotofobie, Iritabilitate, inexplicabil, somn, arteră, ombilical, proteină, os, nazal, duct, venos, regurgitație, tricuspidiana, malformație"""
Sindromul EEC,"""deficit, deget, mână, picior, Sindactilie, ectodermica, glandă, sudoripr, hipohidroza/anhidroză, uscat, scuamă, Unghie, anomalie, al, smalț, dentar, hipoplazie, respira, corze, vocal, palat, buză, de, vorbire, hipernazalitate, incompetență, velofaringian, glotic, limbaj, ocular, ductă, lacrimal, obstrucție, infecție, ochi, inflamație, cronică, conjunctivă, Afectare, vedere, Fotofobie, Ulcerație, cornean, genitourinar, agenezie, renal, Atrezie, uretral, Obstrucție, ureteră, Atrofie, vezică, urinar, Disurie, micțiune, dureros, Polakiurie, reflux, vezicoureteral, recurent, Mamelon, hipoplazic, Surditate, conducere, osicioară, glandular, Hipopituitarism, pituitar, defici, hormon, creștere, afectare, cognitiv, Hipopigmentare, piele"""
Sindromul Eisenmenger,"""oboseală, letargi, de, efort, paroxistic, nocturn, Anorexie, greața, slăbiciune, Parestezie, al, degetu, buză, vedere, Iritabilita, Hemoragiu, mucocutana, sângerare, nazal, Menoragie, pulmonar, durere, abdominal, colică, biliar, febră, colelitiază, scaun, palide, renal, articulara, Cianoză, puls, jugular, venos, Regurgitare, tricuspidian, insuficiență, cord, drept, fund, vas, angorjat, edem, papilar, microanevrism, hemoragiu, sensibilitată, hepatic, acut, hipotensiune, postural, ischemie, focal, sensibilitate, articulație, metacarpian, metatarsian, Epanșament, articular, conjunctival, Hiperviscozitate, retinal, toracica, osos, osteoartropatie, hipertrofic, pierdere, tranzitori"""
Sindromul Eisenmenger la gravidă,"""cianoză, buză, degetu, picior, fatigabilita, hipoxemie"""
Sindromul Ellis van Creveld,"""cutie, toracic, problemă, al, dințe, dinte, defect, cardiac, congenital, anomalie, valvă, tricuspide, sept, interatrial, interventricular, polidactilie, buză, unghi, picior, gambă, criptorhidie, retard, mintal, creier, respiratoriu, lordoză, lombar, lața, deget, gros, strabis, anormalitate, renal"""
Sindromul Fahr,"""dizartria, ataxi, paralizie, spastic, simetric, atetoza, afectare, optic, hipocalcemie, hipotiroidian, tetanie, hipertensiune, intracranian, coreoatetoza, paroxistic, fatigabilita, vorbire, disfagi, mișcare, involuntar, crampă, muscular, boală, Parkinson, rigiditate, degetu, de, atenție/memorare, modificare, personalitate/comportament, psihoză, demență"""
Sindromul Fanconi,"""aminoacidurie, glucoză, fosfaturie, acid, uric, hiperuricozurie, bicarbonat, bicarbonaturie, defici, de, creștere, Poliurie, Polidipsie, excesiv, Rahitis, potasiu, sânge, metabolica, calciu, urină, Albuminurie, Proteinurie, proteină, durere, osos, articular, febră, acut, sodiu, Fotofobie, sensibilitate, malnutriție, hipopotasemie"""
Sindromul febril prelungit,"""febră, Subfebrilitate, tulburare, al, tranzit, intestinal, obstrucție, nazal, respirație, Facies, Dispnee, pneumonie, Disfagie, eritematos, cronică, Adenopatie, Mononucleoză, infecțios, durere, hipocondru, drept, infecție, streptococic, gripă, greață, vărsătură, bilios, abces, hepatice/subfrenic, boală, Bruceloză, incluziune, citomegalic, parazitar, muscular, mialgiu, viral, meningită, psihic, interstițial, erupție, cutanat, eruptiv, Lupus, manifestare, buco-faringian, afectare, cardiac, articulare, Artrită, juvenil, Rubeola, ocular, meningean, de, cap, arterită, temporal, Horton, generalizat, sindrom, peritoneal, Anemie, hemolitic, inflamatoriu, urinar, Hemoragiu, Meningococcemie, dureros, inflamație, nedureros, malignitate/TBC, lombar, Disurie, dificultate/durere, Polakiurie, sânge, urină, purulent, respiratoriu, articulație, scurgere, ureche"""
Sindromul Fitz-Hugh-Curtis,"""durere, de, mișcare, greața, vărsătură"""
Sindromul Fregoli,"""sindrom, episod, paranoid, de, identificare"""
Sindromul fucazei drepte,"""Polineuropatie, sever, diabet, zahara, tip, Hipotiroidis, primitiv, insuficiență, suprarenal, proteină, modificare, al, piele, Îngroșare, derm, edem, papilar, Ede, periferic, revărsa, pleural, Limfadenopatie"""
Sindromul geamanului disparut,"""hemoragiu, vaginal, crampe"""
Sindromul Gerstmann,"""Agnozie, digital, confuzie, stânga-dreapt, Dislexie, dificultate"""
Sindromul Gianotti-Crosti,"""roșeață, cutanat, leziune, papular, papulo-vezical, erupție, autolimitant, simetrica, membru, placă, extinde, braț, infecție, febră, Adenopatie, inghinal, axilar"""
Sindromul Gilbert,"""Hiperbilirubinemie, neconjugat, icter, infecție, menstruație, oboseală, generalizat, Fatigabilitate, Inapetență, durere, abdominal, erupție, contribuție, neonatal"""
Sindromul Goldenhar,"""dezvoltare, ureche, ochi, nas, palat, buză, mandibulă, problemă, structural, deficit, de, creșter, maxilar, oasă, zigomatic, microsomie, hemifacial, bucal, vertebră, coastă, Chist, glob, ocular, pleoapă, Colobomă, iris, Strabis, Fotofobie, sensibilitate, auz, aparat, auditiv, Microtia, obrazu, comisure, conduct, Dizabilitate, Malformație, renal, cardiace, pulmonar"""
Sindromul Goodpasture,"""Fatigabilita, urină, Proteinurie, hipertensiune, secundar, greața, vărsătură, durere, precordial, Paloare, facil"""
Sindromul Griscelli,"""piele, păr, Limfohistocitoza, celulă, hipersensibilitate, de, tip, Afectare, funcție, limfocită, disfuncție, sistem, nervos, central, Retarde, motor, Linfohistiocitoză, hemofagocitar, HLH, leziune, granulomatos, Limfadenopatie, generalizate, palid, Paloare, deficiență, neurologic, limfohistocitar, eritrofagocitoză, Paralizie, facil, periferica, Spasticita, sever, Albinism, ocular, Hidrocefalie, obstructiv, Pancitopenie, Hiperbilirubinemie, neonatal"""
Sindromul Guillain-Barre,"""slăbiciune, pierdere, funcție, muscular, Paralizie, ascendent, membru, inferior, durere, mână, picior, Afectare, nerv, cranian, sensibilitate, Discoordonare, motoriu, vedere, încețoșa, mușchi, facial, oprire, temporar, respirație, Disfagie, înghițira, cu, efort, salivă"""
Sindromul Heiner,"""pneumonie, Infiltra, pulmonar, Hemosideroză, pulmona, sânge, tract, intestinal, deficit, de, fier, febră, recurent, congestie, nazal, colică, abdominal, Anorexie, Anemie, hipocromă, microcitar, Hipereozinofilie, hemoragiu, oculta, gastric, hemosiderină, limfocită, proteină"""
Sindromul HELLP,"""enzimă, trombocitopenie, greața, vărsătură, emeză, durere, epigastrica, modificare, al, vedere, deshidratare, infundat, Slăbiciune, dezechilibru, secundar, hipertensiune, arterial, Proteinurie, Edemă, nondependent, sensibilitate, hipocondru, drept, Crepitantă, pulmonar, edem, oboseală, pleoapă"""
Sindromul hemolitic-uremic,"""insuficiență, renal, anemie, hemolitic, microangiopatic, trombocitopeni, sangvinolent, durere, abdominal, vărsătură, iritabilitate, febră, letargie, slăbiciune, fizic, echimoză, membru, inferior, simptom, oligurie, urină, anurie, oprire, ataxie, tulburare, de, hemipareză, hemoragic, piele, hematurie, sânge, tegumentă, mucoasă, confuzie, coma, respiratoriu, sever, neurologică, ficat, modificare, neurologic, gastroenterit"""
Sindromul hemoragic alveolar,"""insuficiență, respiratoriu, ace, dezvoltare, fizic, hemosideroză, pulmonar, idiopatic"""
Sindromul hepato-renal,"""insuficiență, renal, retenție, azota, creatinină, seric, Proteinurie, minim, Fatigabilita, confuzie, Astenie, tulburare, de, coagulare, erite, palmar, Ede, periferic, Icter, scleral, Ginecomastie, cap, meduză, Hernie, paraombilical, pierdere, pubian, testiculara, Iritabilita, memorie, depresie, Delir, demență, dezorientare, temporo-spațial, coma, sodiu, Osmolalitate, urinar, hematie"""
Sindromul hiperglicemic hiperosmolar,"""glucoze, Hiperosmolaritate, Depleție, volemic, alterare, senzație, de, urina, Fatigabilita, limbă, pierdere, acuitate, calda, coma"""
Sindromul hipermobilităţii ligamentare,"""Articulație, durere, articular, cronic, Durere, mușchi, Predispoziție, traumatism, compresiune, nerv, hematom, mobilizare, deformare, articulație, mic, degetă"""
Sindromul hipoplaziei cordului drept,"""Cianoza, colorație, albastru, tegumentă, Hipocratism, digital, degetă, deget, letargi"""
Sindromul hipoplaziei cordului stang,"""respiratoriu, Cianoză, profund, obstrucție, retur, venos, pulmonar, duct, arterios, Detresă, respiratorie, Paloare, letargi, Acidoză, metabolica, șoc, cianoză, murmură, stern, regurgitare, tricuspidian, ventricul, drept"""
Sindromul Holmes-Adie,"""pupilară, bilateral, Paralizie, segmentar, mușchi, pupilar, pupilă, sensibilitate, senzație, de, vedere, încețoșa, reflexă, tendinos, durere, instabilitate, emoțional, Diaforeză, transpirație, Pareză, acomodare"""
Sindromul Holt-Oram,"""anomalie, al, membru, bilateral, asimetric, Aplazie, hipoplazie, fuziune, de, dezvoltare, oasă, radial, braț, carpal, defect, septal, atrial, ventricular, sept, muscular, conducere, cardiac, bloc, atrioventricular, bradicardie, pauză, sinusal, stop, fibrilație, extrasistol, tahicardie, paroxistic, Bradicardie, sistolic, pulmonărea, police, tenară, Clinodactilie"""
Sindromul Horner,"""Mioză, unilateral, Blefaroptoză, glob, ocular, Anhidroză, hemifacial, sindrom, vorbire, îngreunat, disartriu, înghițire, disfagie, neurologic, expectorație, sânge, durere, orbitar, Diplopie, teritoriu, trigeminal, Afazia, Nistagmune, hiperemic"""
Sindromul Hughes-Stovin,"""Anevrism, bronșic, Tromboză, venos, profunda, al, arteră, pulmonar, segmentar, durere, toracic, Trombembolis, Ocluzie, vascular, Criză, epilepsie, focal, Diplopie, intracranian, edem, papilar, Hipertensiune, pulmona, de, venă, cav, superficial, abdominal, proteină, C"""
Sindromul Hunter,"""buză, Retard, mintal, profund, Retinită, pigmentar, Hipoacuzie, schelet, Redoare, articulara, leziune, epidermă, braț"""
Sindromul inflamator multisistem la copii (MIS-C),"""vărsătură, febră, problemă, gastro-intestinal, durere, de, stomac, tensiune, arterial, cutana, senzație, neobișnuit, oboseală, confuzie, mintal, respirație, dificil, cianoză, buză, umflr, picior, sever"""
Sindromul inimii de atlet,"""Bradicardie, bradicardie, de, suflu, sistolic"""
Sindromul inimii de vacanță,"""Palpitație, de, efort, Slăbiciune, angină, pectoral, Status, mental, altera, intoxicație, acut, Zgomotă, cardiac, neregulat, hipotensiune, arterial"""
Sindromul inimii de vacanță (Holiday Heart Syndrome),"""palpitație, fatigabilita, angină, pectoral, tahicardia, etanol"""
Sindromul insulinic autoimun cu hipoglicemie (Maladia Hirata),
Sindromul Job,"""infecție, pulmonar, recurent, Stafilococ, auriu, Pneumocystis, Aspergillus, Pseudomonas, Eczemă, cronic, seric, extremitate, stafilococic, abcege, cutanat, Hiperextensibilitate, articulara, vertebru, nas, antimongoloid, persistenta, Sinuzită, cronică, anomalie, al, etaj, mijlociu, despicătură, labial, văl, palatin, prurit, abces, gât, aureus, Candida, albicans, Candidă, Osteopenie, simptom, neurologic, vascular, hipertensiune, arterial, Strabis, Candidoza, tract, fetal, sever, Boltă"""
